Month,City,Units_Consumed,Tariff_Rate,Electricity_Bill
8,Mumbai,688,9.2,6329.6
5,Faridabad,615,8.1,4981.5
5,Hyderabad,433,8.4,3637.2
7,Vadodara,676,7.8,5272.8
8,Mumbai,487,9.2,4480.4
9,Ratnagiri,567,7.4,4195.8
12,Chennai,586,8.8,5156.8
8,Nagpur,605,8.9,5384.5
3,Hyderabad,723,8.4,6073.2
4,Noida,343,8.2,2812.6
9,Shimla,574,7.7,4419.8
4,Faridabad,374,8.1,3029.4
7,Mumbai,542,9.2,4986.4
5,Mumbai,316,9.2,2907.2
12,Mumbai,589,9.2,5418.8
11,Hyderabad,635,8.4,5334
8,Kolkata,782,8.7,6803.4
9,Hyderabad,578,8.4,4855.2
4,New Delhi,417,8.5,3544.5
7,Nagpur,613,8.9,5455.7
11,Nagpur,442,8.9,3933.8
8,Faridabad,582,8.1,4714.2
3,Ratnagiri,672,7.4,4972.8
12,Ratnagiri,406,7.4,3004.4
2,Hyderabad,573,8.4,4813.2
8,Kolkata,469,8.7,4080.3
7,Chennai,760,8.8,6688
10,Gurgaon,417,8.3,3461.1
10,Nagpur,761,8.9,6772.9
2,Gurgaon,558,8.3,4631.4
8,Kolkata,388,8.7,3375.6
5,Noida,433,8.2,3550.6
1,Vadodara,689,7.8,5374.2
9,Ahmedabad,346,7.9,2733.4
5,Noida,623,8.2,5108.6
12,Kolkata,587,8.7,5106.9
3,Dahej,522,7.6,3967.2
4,Dahej,600,7.6,4560
9,Faridabad,781,8.1,6326.1
10,Gurgaon,248,8.3,2058.4
1,Vadodara,698,7.8,5444.4
4,Kolkata,388,8.7,3375.6
1,Chennai,608,8.8,5350.4
12,Ahmedabad,495,7.9,3910.5
11,Vadodara,668,7.8,5210.4
6,Shimla,492,7.7,3788.4
7,Shimla,539,7.7,4150.3
1,Dahej,778,7.6,5912.8
5,Navi Mumbai,476,9.3,4426.8
12,Ratnagiri,429,7.4,3174.6
10,Pune,540,9.1,4914
6,New Delhi,453,8.5,3850.5
12,Pune,408,9.1,3712.8
4,Faridabad,551,8.1,4463.1
7,Hyderabad,858,8.4,7207.2
3,Vadodara,377,7.8,2940.6
10,Vadodara,412,7.8,3213.6
10,Pune,644,9.1,5860.4
6,New Delhi,422,8.5,3587
6,New Delhi,468,8.5,3978
11,Ratnagiri,393,7.4,2908.2
8,Chennai,381,8.8,3352.8
12,Vadodara,529,7.8,4126.2
10,Nagpur,690,8.9,6141
9,Vadodara,424,7.8,3307.2
1,Ratnagiri,487,7.4,3603.8
6,Navi Mumbai,443,9.3,4119.9
8,Dahej,422,7.6,3207.2
3,Noida,605,8.2,4961
2,Shimla,459,7.7,3534.3
7,Chennai,481,8.8,4232.8
2,Noida,498,8.2,4083.6
5,Navi Mumbai,456,9.3,4240.8
7,Shimla,641,7.7,4935.7
2,Dahej,346,7.6,2629.6
4,Mumbai,593,9.2,5455.6
5,Ahmedabad,316,7.9,2496.4
6,Kolkata,585,8.7,5089.5
6,Pune,504,9.1,4586.4
10,Hyderabad,334,8.4,2805.6
10,Vadodara,493,7.8,3845.4
2,Pune,518,9.1,4713.8
2,Mumbai,415,9.2,3818
7,Vadodara,601,7.8,4687.8
11,Mumbai,237,9.2,2180.4
3,Gurgaon,487,8.3,4042.1
12,Gurgaon,714,8.3,5926.2
10,Faridabad,651,8.1,5273.1
6,Noida,515,8.2,4223
1,Vadodara,470,7.8,3666
7,Kolkata,651,8.7,5663.7
9,Dahej,698,7.6,5304.8
3,Nagpur,583,8.9,5188.7
7,Noida,520,8.2,4264
3,Ratnagiri,222,7.4,1642.8
5,Shimla,550,7.7,4235
9,Kolkata,387,8.7,3366.9
11,Kolkata,569,8.7,4950.3
10,Gurgaon,532,8.3,4415.6
10,Nagpur,577,8.9,5135.3
7,Ahmedabad,556,7.9,4392.4
6,Shimla,580,7.7,4466
1,Noida,437,8.2,3583.4
9,Chennai,443,8.8,3898.4
12,New Delhi,670,8.5,5695
12,Ratnagiri,324,7.4,2397.6
3,Hyderabad,416,8.4,3494.4
8,New Delhi,707,8.5,6009.5
5,Noida,636,8.2,5215.2
8,Mumbai,568,9.2,5225.6
5,Vadodara,742,7.8,5787.6
5,Vadodara,219,7.8,1708.2
12,Mumbai,773,9.2,7111.6
9,Faridabad,534,8.1,4325.4
10,Dahej,586,7.6,4453.6
8,Kolkata,490,8.7,4263
12,Chennai,291,8.8,2560.8
6,Chennai,349,8.8,3071.2
1,Faridabad,568,8.1,4600.8
6,Mumbai,494,9.2,4544.8
8,Hyderabad,653,8.4,5485.2
8,Vadodara,304,7.8,2371.2
3,Kolkata,637,8.7,5541.9
3,Dahej,401,7.6,3047.6
12,Ahmedabad,570,7.9,4503
11,Nagpur,681,8.9,6060.9
4,Noida,443,8.2,3632.6
12,Vadodara,435,7.8,3393
8,Ratnagiri,571,7.4,4225.4
7,Vadodara,304,7.8,2371.2
3,Pune,345,9.1,3139.5
8,New Delhi,926,8.5,7871
10,Shimla,517,7.7,3980.9
8,Navi Mumbai,681,9.3,6333.3
5,New Delhi,410,8.5,3485
1,Shimla,571,7.7,4396.7
1,Gurgaon,639,8.3,5303.7
5,Faridabad,463,8.1,3750.3
12,Vadodara,638,7.8,4976.4
10,Chennai,237,8.8,2085.6
7,Hyderabad,461,8.4,3872.4
9,Vadodara,419,7.8,3268.2
12,Pune,667,9.1,6069.7
9,Chennai,522,8.8,4593.6
3,Mumbai,393,9.2,3615.6
1,Gurgaon,564,8.3,4681.2
10,Pune,313,9.1,2848.3
3,New Delhi,547,8.5,4649.5
1,Ahmedabad,588,7.9,4645.2
3,Dahej,545,7.6,4142
10,Ahmedabad,586,7.9,4629.4
2,Ratnagiri,436,7.4,3226.4
9,Vadodara,584,7.8,4555.2
8,Nagpur,671,8.9,5971.9
3,Mumbai,505,9.2,4646
9,Mumbai,629,9.2,5786.8
7,Navi Mumbai,386,9.3,3589.8
9,Mumbai,798,9.2,7341.6
8,Hyderabad,591,8.4,4964.4
1,Ratnagiri,430,7.4,3182
2,Kolkata,358,8.7,3114.6
9,Mumbai,681,9.2,6265.2
9,Ratnagiri,336,7.4,2486.4
6,Faridabad,705,8.1,5710.5
6,Chennai,538,8.8,4734.4
8,Noida,422,8.2,3460.4
6,Dahej,455,7.6,3458
6,Ahmedabad,318,7.9,2512.2
11,Chennai,174,8.8,1531.2
12,Hyderabad,515,8.4,4326
5,Chennai,448,8.8,3942.4
7,Shimla,611,7.7,4704.7
10,Pune,591,9.1,5378.1
4,Ahmedabad,558,7.9,4408.2
2,Ahmedabad,573,7.9,4526.7
10,Chennai,466,8.8,4100.8
12,New Delhi,641,8.5,5448.5
12,Dahej,529,7.6,4020.4
1,Gurgaon,345,8.3,2863.5
1,Gurgaon,603,8.3,5004.9
9,Vadodara,273,7.8,2129.4
11,Hyderabad,615,8.4,5166
11,Hyderabad,353,8.4,2965.2
4,Chennai,272,8.8,2393.6
6,Noida,562,8.2,4608.4
3,Vadodara,496,7.8,3868.8
5,Noida,538,8.2,4411.6
3,Shimla,519,7.7,3996.3
9,Noida,375,8.2,3075
2,Shimla,556,7.7,4281.2
12,Mumbai,530,9.2,4876
11,Pune,506,9.1,4604.6
8,Kolkata,713,8.7,6203.1
8,Chennai,369,8.8,3247.2
9,Ahmedabad,673,7.9,5316.7
8,Ratnagiri,392,7.4,2900.8
11,Navi Mumbai,434,9.3,4036.2
10,Chennai,603,8.8,5306.4
8,Noida,365,8.2,2993
5,Ahmedabad,475,7.9,3752.5
11,Chennai,416,8.8,3660.8
6,Shimla,800,7.7,6160
8,Shimla,357,7.7,2748.9
7,Pune,421,9.1,3831.1
6,Gurgaon,668,8.3,5544.4
9,Chennai,488,8.8,4294.4
7,Pune,587,9.1,5341.7
11,Vadodara,419,7.8,3268.2
11,Nagpur,500,8.9,4450
3,Chennai,641,8.8,5640.8
4,Ratnagiri,492,7.4,3640.8
9,Ratnagiri,348,7.4,2575.2
12,New Delhi,309,8.5,2626.5
2,Ahmedabad,569,7.9,4495.1
5,Gurgaon,626,8.3,5195.8
1,Mumbai,427,9.2,3928.4
3,Shimla,471,7.7,3626.7
9,Ahmedabad,273,7.9,2156.7
4,Faridabad,421,8.1,3410.1
7,Nagpur,424,8.9,3773.6
7,New Delhi,513,8.5,4360.5
7,Mumbai,568,9.2,5225.6
10,Nagpur,501,8.9,4458.9
3,Gurgaon,476,8.3,3950.8
5,Navi Mumbai,531,9.3,4938.3
6,Faridabad,573,8.1,4641.3
7,Vadodara,514,7.8,4009.2
12,Dahej,613,7.6,4658.8
9,Vadodara,733,7.8,5717.4
11,Chennai,732,8.8,6441.6
9,Nagpur,299,8.9,2661.1
1,Pune,376,9.1,3421.6
11,New Delhi,552,8.5,4692
1,Noida,553,8.2,4534.6
10,Nagpur,593,8.9,5277.7
6,Hyderabad,470,8.4,3948
4,Faridabad,505,8.1,4090.5
7,Ratnagiri,753,7.4,5572.2
8,Nagpur,674,8.9,5998.6
9,Shimla,279,7.7,2148.3
3,Kolkata,674,8.7,5863.8
2,Noida,317,8.2,2599.4
4,Kolkata,651,8.7,5663.7
6,Navi Mumbai,557,9.3,5180.1
8,Nagpur,273,8.9,2429.7
3,Mumbai,416,9.2,3827.2
6,Chennai,471,8.8,4144.8
5,New Delhi,397,8.5,3374.5
2,Faridabad,348,8.1,2818.8
7,Dahej,311,7.6,2363.6
12,Hyderabad,444,8.4,3729.6
10,Faridabad,660,8.1,5346
12,Chennai,420,8.8,3696
12,Dahej,673,7.6,5114.8
4,Pune,541,9.1,4923.1
4,Vadodara,591,7.8,4609.8
1,Shimla,319,7.7,2456.3
7,Pune,651,9.1,5924.1
12,Noida,500,8.2,4100
8,Navi Mumbai,539,9.3,5012.7
4,Faridabad,378,8.1,3061.8
4,Chennai,544,8.8,4787.2
12,Gurgaon,667,8.3,5536.1
12,Faridabad,513,8.1,4155.3
7,Noida,475,8.2,3895
4,Faridabad,629,8.1,5094.9
1,Nagpur,721,8.9,6416.9
9,Vadodara,408,7.8,3182.4
5,Noida,404,8.2,3312.8
10,Dahej,782,7.6,5943.2
11,Gurgaon,716,8.3,5942.8
5,Shimla,491,7.7,3780.7
11,Pune,565,9.1,5141.5
6,Hyderabad,710,8.4,5964
2,Noida,351,8.2,2878.2
8,Hyderabad,579,8.4,4863.6
8,Navi Mumbai,722,9.3,6714.6
3,Shimla,449,7.7,3457.3
10,Nagpur,345,8.9,3070.5
12,New Delhi,360,8.5,3060
9,Noida,485,8.2,3977
8,Gurgaon,543,8.3,4506.9
1,Shimla,377,7.7,2902.9
9,Shimla,465,7.7,3580.5
11,Chennai,506,8.8,4452.8
12,Nagpur,717,8.9,6381.3
12,Noida,555,8.2,4551
2,Pune,454,9.1,4131.4
12,Pune,383,9.1,3485.3
11,Navi Mumbai,761,9.3,7077.3
10,Navi Mumbai,568,9.3,5282.4
8,Gurgaon,524,8.3,4349.2
4,Ahmedabad,516,7.9,4076.4
6,Kolkata,738,8.7,6420.6
8,Mumbai,646,9.2,5943.2
5,Ahmedabad,553,7.9,4368.7
5,Shimla,321,7.7,2471.7
12,Nagpur,739,8.9,6577.1
8,New Delhi,475,8.5,4037.5
12,Mumbai,521,9.2,4793.2
10,Navi Mumbai,435,9.3,4045.5
9,Ahmedabad,444,7.9,3507.6
9,Ahmedabad,368,7.9,2907.2
7,Ahmedabad,386,7.9,3049.4
5,Dahej,384,7.6,2918.4
12,New Delhi,673,8.5,5720.5
7,Ratnagiri,456,7.4,3374.4
6,Chennai,510,8.8,4488
7,Nagpur,566,8.9,5037.4
1,Dahej,496,7.6,3769.6
6,Vadodara,327,7.8,2550.6
5,New Delhi,383,8.5,3255.5
2,Chennai,366,8.8,3220.8
2,Hyderabad,482,8.4,4048.8
4,Shimla,538,7.7,4142.6
7,Pune,819,9.1,7452.9
5,Faridabad,686,8.1,5556.6
5,Chennai,499,8.8,4391.2
2,Hyderabad,540,8.4,4536
12,New Delhi,468,8.5,3978
10,Pune,497,9.1,4522.7
5,Mumbai,556,9.2,5115.2
5,Vadodara,504,7.8,3931.2
9,Shimla,598,7.7,4604.6
9,Gurgaon,347,8.3,2880.1
11,Ahmedabad,483,7.9,3815.7
5,Dahej,366,7.6,2781.6
9,Gurgaon,576,8.3,4780.8
11,Mumbai,665,9.2,6118
9,Nagpur,358,8.9,3186.2
4,Hyderabad,365,8.4,3066
3,Mumbai,705,9.2,6486
2,Hyderabad,441,8.4,3704.4
4,Nagpur,478,8.9,4254.2
12,Gurgaon,541,8.3,4490.3
11,Mumbai,635,9.2,5842
1,Chennai,515,8.8,4532
3,Nagpur,768,8.9,6835.2
9,Ratnagiri,597,7.4,4417.8
6,Pune,484,9.1,4404.4
3,Ratnagiri,254,7.4,1879.6
9,Dahej,521,7.6,3959.6
7,Shimla,373,7.7,2872.1
9,Shimla,587,7.7,4519.9
9,Mumbai,458,9.2,4213.6
12,Dahej,433,7.6,3290.8
4,New Delhi,378,8.5,3213
4,Faridabad,503,8.1,4074.3
3,Hyderabad,402,8.4,3376.8
8,Nagpur,592,8.9,5268.8
2,Dahej,317,7.6,2409.2
1,Faridabad,646,8.1,5232.6
3,Navi Mumbai,586,9.3,5449.8
5,Gurgaon,600,8.3,4980
4,Kolkata,465,8.7,4045.5
6,Ahmedabad,361,7.9,2851.9
7,Ahmedabad,674,7.9,5324.6
1,Dahej,442,7.6,3359.2
8,Gurgaon,530,8.3,4399
12,Ratnagiri,461,7.4,3411.4
9,Gurgaon,701,8.3,5818.3
10,New Delhi,598,8.5,5083
4,Chennai,465,8.8,4092
5,Dahej,539,7.6,4096.4
5,Pune,554,9.1,5041.4
7,Navi Mumbai,551,9.3,5124.3
9,Faridabad,510,8.1,4131
12,Pune,489,9.1,4449.9
10,Noida,477,8.2,3911.4
11,Faridabad,353,8.1,2859.3
12,Gurgaon,393,8.3,3261.9
5,Kolkata,479,8.7,4167.3
8,Hyderabad,777,8.4,6526.8
2,Dahej,291,7.6,2211.6
4,Navi Mumbai,437,9.3,4064.1
12,Faridabad,419,8.1,3393.9
8,Mumbai,804,9.2,7396.8
11,Shimla,564,7.7,4342.8
10,Ahmedabad,758,7.9,5988.2
5,Gurgaon,515,8.3,4274.5
6,Faridabad,587,8.1,4754.7
4,Hyderabad,635,8.4,5334
8,Faridabad,692,8.1,5605.2
12,Nagpur,484,8.9,4307.6
2,Vadodara,545,7.8,4251
12,Ahmedabad,479,7.9,3784.1
7,New Delhi,535,8.5,4547.5
6,Mumbai,725,9.2,6670
2,Dahej,363,7.6,2758.8
3,Nagpur,549,8.9,4886.1
9,New Delhi,572,8.5,4862
5,Vadodara,575,7.8,4485
4,Chennai,388,8.8,3414.4
10,Navi Mumbai,314,9.3,2920.2
3,Ratnagiri,511,7.4,3781.4
12,Faridabad,498,8.1,4033.8
7,Kolkata,603,8.7,5246.1
8,Vadodara,468,7.8,3650.4
2,Ahmedabad,579,7.9,4574.1
11,New Delhi,486,8.5,4131
3,Hyderabad,579,8.4,4863.6
12,Gurgaon,475,8.3,3942.5
2,Hyderabad,525,8.4,4410
1,Pune,424,9.1,3858.4
2,Nagpur,617,8.9,5491.3
5,Kolkata,581,8.7,5054.7
8,Navi Mumbai,500,9.3,4650
9,Faridabad,372,8.1,3013.2
7,Nagpur,443,8.9,3942.7
4,Dahej,516,7.6,3921.6
1,Vadodara,659,7.8,5140.2
7,Mumbai,581,9.2,5345.2
11,Navi Mumbai,554,9.3,5152.2
10,Nagpur,532,8.9,4734.8
3,Noida,473,8.2,3878.6
11,Noida,504,8.2,4132.8
4,Dahej,550,7.6,4180
2,Pune,258,9.1,2347.8
12,Dahej,431,7.6,3275.6
11,Hyderabad,466,8.4,3914.4
10,Nagpur,418,8.9,3720.2
6,Dahej,373,7.6,2834.8
4,Dahej,488,7.6,3708.8
4,Pune,456,9.1,4149.6
5,Vadodara,548,7.8,4274.4
6,Mumbai,739,9.2,6798.8
5,Hyderabad,637,8.4,5350.8
8,Dahej,407,7.6,3093.2
1,Faridabad,492,8.1,3985.2
5,Noida,427,8.2,3501.4
3,Hyderabad,237,8.4,1990.8
10,Shimla,644,7.7,4958.8
2,Noida,521,8.2,4272.2
1,Gurgaon,439,8.3,3643.7
12,Noida,515,8.2,4223
2,Ratnagiri,334,7.4,2471.6
5,Faridabad,562,8.1,4552.2
4,Nagpur,562,8.9,5001.8
2,Vadodara,560,7.8,4368
6,Kolkata,323,8.7,2810.1
3,New Delhi,569,8.5,4836.5
5,Noida,729,8.2,5977.8
11,Vadodara,411,7.8,3205.8
9,Pune,584,9.1,5314.4
6,Dahej,402,7.6,3055.2
2,Ratnagiri,654,7.4,4839.6
4,Faridabad,415,8.1,3361.5
3,Shimla,592,7.7,4558.4
9,Faridabad,479,8.1,3879.9
3,Vadodara,667,7.8,5202.6
6,Chennai,613,8.8,5394.4
1,Chennai,633,8.8,5570.4
2,Ratnagiri,432,7.4,3196.8
6,Dahej,687,7.6,5221.2
9,Navi Mumbai,391,9.3,3636.3
7,Kolkata,694,8.7,6037.8
9,Dahej,571,7.6,4339.6
9,Ratnagiri,390,7.4,2886
9,Hyderabad,465,8.4,3906
1,Faridabad,487,8.1,3944.7
1,Navi Mumbai,471,9.3,4380.3
10,Noida,486,8.2,3985.2
1,New Delhi,429,8.5,3646.5
4,Chennai,684,8.8,6019.2
10,Navi Mumbai,279,9.3,2594.7
1,Kolkata,729,8.7,6342.3
12,Vadodara,434,7.8,3385.2
5,Chennai,713,8.8,6274.4
5,Faridabad,387,8.1,3134.7
8,Nagpur,453,8.9,4031.7
4,Faridabad,665,8.1,5386.5
6,Mumbai,764,9.2,7028.8
2,Hyderabad,395,8.4,3318
10,Navi Mumbai,534,9.3,4966.2
7,New Delhi,490,8.5,4165
6,Navi Mumbai,395,9.3,3673.5
11,Chennai,637,8.8,5605.6
9,Nagpur,548,8.9,4877.2
9,Mumbai,388,9.2,3569.6
11,Mumbai,586,9.2,5391.2
9,Noida,652,8.2,5346.4
1,Navi Mumbai,597,9.3,5552.1
3,Chennai,680,8.8,5984
9,Chennai,634,8.8,5579.2
3,Kolkata,502,8.7,4367.4
11,New Delhi,435,8.5,3697.5
2,Dahej,362,7.6,2751.2
5,Ahmedabad,362,7.9,2859.8
4,Kolkata,628,8.7,5463.6
3,Vadodara,515,7.8,4017
3,Pune,409,9.1,3721.9
2,Nagpur,315,8.9,2803.5
10,Vadodara,562,7.8,4383.6
12,Pune,485,9.1,4413.5
5,Dahej,432,7.6,3283.2
8,Ratnagiri,384,7.4,2841.6
2,Faridabad,264,8.1,2138.4
6,Pune,499,9.1,4540.9
4,Hyderabad,293,8.4,2461.2
9,Ratnagiri,605,7.4,4477
2,New Delhi,560,8.5,4760
2,Hyderabad,540,8.4,4536
6,Vadodara,250,7.8,1950
3,Ahmedabad,781,7.9,6169.9
6,Hyderabad,614,8.4,5157.6
12,Nagpur,620,8.9,5518
2,New Delhi,467,8.5,3969.5
8,Vadodara,482,7.8,3759.6
12,Shimla,885,7.7,6814.5
3,Faridabad,516,8.1,4179.6
2,Ratnagiri,356,7.4,2634.4
1,Mumbai,553,9.2,5087.6
8,Vadodara,729,7.8,5686.2
11,New Delhi,381,8.5,3238.5
5,Faridabad,425,8.1,3442.5
10,Ahmedabad,485,7.9,3831.5
5,Dahej,355,7.6,2698
3,Ratnagiri,501,7.4,3707.4
12,Ratnagiri,703,7.4,5202.2
4,Gurgaon,327,8.3,2714.1
11,Hyderabad,409,8.4,3435.6
10,Gurgaon,635,8.3,5270.5
4,Dahej,356,7.6,2705.6
5,Faridabad,550,8.1,4455
12,Shimla,679,7.7,5228.3
5,New Delhi,477,8.5,4054.5
7,Navi Mumbai,322,9.3,2994.6
8,Dahej,551,7.6,4187.6
3,Ratnagiri,400,7.4,2960
5,Chennai,437,8.8,3845.6
4,Shimla,429,7.7,3303.3
6,Ahmedabad,353,7.9,2788.7
2,Ratnagiri,410,7.4,3034
10,Chennai,365,8.8,3212
10,Pune,506,9.1,4604.6
12,Noida,490,8.2,4018
1,Gurgaon,526,8.3,4365.8
9,Vadodara,447,7.8,3486.6
9,Mumbai,362,9.2,3330.4
7,Ahmedabad,655,7.9,5174.5
12,Shimla,425,7.7,3272.5
8,Navi Mumbai,658,9.3,6119.4
5,Ratnagiri,767,7.4,5675.8
10,Chennai,575,8.8,5060
6,Mumbai,634,9.2,5832.8
1,Gurgaon,619,8.3,5137.7
3,Faridabad,434,8.1,3515.4
8,Mumbai,475,9.2,4370
12,Pune,632,9.1,5751.2
9,Vadodara,486,7.8,3790.8
3,Shimla,431,7.7,3318.7
5,Noida,741,8.2,6076.2
10,Vadodara,177,7.8,1380.6
7,Dahej,463,7.6,3518.8
2,Dahej,417,7.6,3169.2
9,Kolkata,302,8.7,2627.4
4,Hyderabad,610,8.4,5124
11,Chennai,331,8.8,2912.8
1,Kolkata,560,8.7,4872
9,Shimla,693,7.7,5336.1
8,Nagpur,663,8.9,5900.7
1,Ratnagiri,676,7.4,5002.4
1,Ahmedabad,320,7.9,2528
4,Gurgaon,554,8.3,4598.2
11,Ahmedabad,326,7.9,2575.4
12,New Delhi,662,8.5,5627
12,Ahmedabad,481,7.9,3799.9
8,Gurgaon,438,8.3,3635.4
6,Ahmedabad,610,7.9,4819
9,Mumbai,544,9.2,5004.8
3,Shimla,535,7.7,4119.5
2,Hyderabad,519,8.4,4359.6
3,Mumbai,645,9.2,5934
1,Kolkata,555,8.7,4828.5
12,Navi Mumbai,489,9.3,4547.7
3,Ahmedabad,459,7.9,3626.1
6,Faridabad,603,8.1,4884.3
6,Vadodara,524,7.8,4087.2
5,Ahmedabad,518,7.9,4092.2
8,Nagpur,364,8.9,3239.6
4,New Delhi,264,8.5,2244
6,Chennai,485,8.8,4268
1,Kolkata,411,8.7,3575.7
6,Ratnagiri,430,7.4,3182
3,Mumbai,417,9.2,3836.4
10,Hyderabad,376,8.4,3158.4
9,Noida,534,8.2,4378.8
4,New Delhi,670,8.5,5695
2,Dahej,540,7.6,4104
7,Mumbai,667,9.2,6136.4
10,Noida,534,8.2,4378.8
5,Chennai,509,8.8,4479.2
7,Pune,493,9.1,4486.3
10,New Delhi,558,8.5,4743
2,Pune,548,9.1,4986.8
10,Nagpur,295,8.9,2625.5
10,Dahej,584,7.6,4438.4
8,Dahej,410,7.6,3116
5,Ahmedabad,533,7.9,4210.7
5,Kolkata,525,8.7,4567.5
12,Kolkata,461,8.7,4010.7
9,Chennai,483,8.8,4250.4
9,Navi Mumbai,651,9.3,6054.3
10,New Delhi,311,8.5,2643.5
7,Shimla,413,7.7,3180.1
8,Mumbai,434,9.2,3992.8
5,Vadodara,480,7.8,3744
10,Noida,375,8.2,3075
11,Kolkata,511,8.7,4445.7
9,Faridabad,376,8.1,3045.6
4,Noida,481,8.2,3944.2
11,Gurgaon,472,8.3,3917.6
11,Shimla,359,7.7,2764.3
6,Shimla,430,7.7,3311
5,Pune,410,9.1,3731
12,Mumbai,650,9.2,5980
1,Vadodara,516,7.8,4024.8
1,Dahej,549,7.6,4172.4
10,Pune,570,9.1,5187
10,Chennai,494,8.8,4347.2
8,New Delhi,532,8.5,4522
12,Kolkata,426,8.7,3706.2
4,Navi Mumbai,313,9.3,2910.9
5,Ahmedabad,443,7.9,3499.7
9,Faridabad,318,8.1,2575.8
11,Gurgaon,508,8.3,4216.4
11,Chennai,306,8.8,2692.8
4,Hyderabad,377,8.4,3166.8
10,Noida,484,8.2,3968.8
10,Dahej,462,7.6,3511.2
10,Nagpur,358,8.9,3186.2
5,Nagpur,627,8.9,5580.3
9,Dahej,457,7.6,3473.2
2,Nagpur,357,8.9,3177.3
5,Mumbai,608,9.2,5593.6
2,Nagpur,279,8.9,2483.1
2,Chennai,549,8.8,4831.2
8,Nagpur,596,8.9,5304.4
12,Chennai,596,8.8,5244.8
3,Dahej,425,7.6,3230
8,Kolkata,241,8.7,2096.7
9,Dahej,714,7.6,5426.4
11,Ahmedabad,527,7.9,4163.3
5,Gurgaon,440,8.3,3652
4,Ahmedabad,471,7.9,3720.9
1,Hyderabad,507,8.4,4258.8
12,Ahmedabad,571,7.9,4510.9
10,Mumbai,486,9.2,4471.2
5,Pune,664,9.1,6042.4
9,Hyderabad,597,8.4,5014.8
2,Faridabad,239,8.1,1935.9
9,Navi Mumbai,603,9.3,5607.9
8,Noida,581,8.2,4764.2
2,Dahej,528,7.6,4012.8
11,Mumbai,616,9.2,5667.2
4,Shimla,534,7.7,4111.8
1,Kolkata,407,8.7,3540.9
10,New Delhi,469,8.5,3986.5
4,Pune,398,9.1,3621.8
9,Nagpur,187,8.9,1664.3
7,Ratnagiri,405,7.4,2997
1,Vadodara,344,7.8,2683.2
4,Noida,648,8.2,5313.6
10,Ratnagiri,413,7.4,3056.2
5,Gurgaon,469,8.3,3892.7
9,Ahmedabad,487,7.9,3847.3
12,Navi Mumbai,350,9.3,3255
12,Pune,524,9.1,4768.4
7,Nagpur,574,8.9,5108.6
3,Ahmedabad,529,7.9,4179.1
6,Hyderabad,509,8.4,4275.6
11,Kolkata,406,8.7,3532.2
12,Mumbai,387,9.2,3560.4
3,Gurgaon,392,8.3,3253.6
5,Kolkata,494,8.7,4297.8
12,Mumbai,426,9.2,3919.2
7,Faridabad,538,8.1,4357.8
7,Mumbai,355,9.2,3266
8,Pune,496,9.1,4513.6
4,Kolkata,489,8.7,4254.3
12,Navi Mumbai,471,9.3,4380.3
1,Nagpur,247,8.9,2198.3
8,Navi Mumbai,400,9.3,3720
3,Ratnagiri,527,7.4,3899.8
9,Faridabad,489,8.1,3960.9
12,Pune,513,9.1,4668.3
3,Nagpur,561,8.9,4992.9
11,Dahej,453,7.6,3442.8
3,New Delhi,529,8.5,4496.5
7,Nagpur,323,8.9,2874.7
6,Mumbai,613,9.2,5639.6
6,Noida,604,8.2,4952.8
1,Hyderabad,572,8.4,4804.8
1,New Delhi,393,8.5,3340.5
1,Chennai,725,8.8,6380
3,Noida,668,8.2,5477.6
8,Ratnagiri,432,7.4,3196.8
6,Shimla,460,7.7,3542
7,Hyderabad,358,8.4,3007.2
10,Ratnagiri,739,7.4,5468.6
4,Vadodara,558,7.8,4352.4
1,Hyderabad,756,8.4,6350.4
1,Ahmedabad,298,7.9,2354.2
3,Nagpur,791,8.9,7039.9
6,Navi Mumbai,230,9.3,2139
6,New Delhi,661,8.5,5618.5
4,Gurgaon,683,8.3,5668.9
10,Noida,472,8.2,3870.4
9,Navi Mumbai,329,9.3,3059.7
11,Shimla,500,7.7,3850
12,Ratnagiri,363,7.4,2686.2
1,Chennai,685,8.8,6028
6,Pune,476,9.1,4331.6
9,Noida,310,8.2,2542
2,Ratnagiri,408,7.4,3019.2
12,Gurgaon,678,8.3,5627.4
1,New Delhi,476,8.5,4046
10,Vadodara,507,7.8,3954.6
7,Faridabad,512,8.1,4147.2
12,Shimla,570,7.7,4389
5,Vadodara,571,7.8,4453.8
8,Dahej,512,7.6,3891.2
7,New Delhi,573,8.5,4870.5
4,Pune,522,9.1,4750.2
5,New Delhi,813,8.5,6910.5
3,Ratnagiri,451,7.4,3337.4
8,Hyderabad,412,8.4,3460.8
4,New Delhi,383,8.5,3255.5
3,Nagpur,481,8.9,4280.9
8,Nagpur,539,8.9,4797.1
12,Hyderabad,486,8.4,4082.4
7,Gurgaon,618,8.3,5129.4
2,Noida,658,8.2,5395.6
1,Hyderabad,256,8.4,2150.4
8,Pune,587,9.1,5341.7
1,Mumbai,660,9.2,6072
7,Nagpur,528,8.9,4699.2
7,Pune,624,9.1,5678.4
7,New Delhi,608,8.5,5168
9,Ahmedabad,365,7.9,2883.5
5,Dahej,571,7.6,4339.6
2,Ahmedabad,479,7.9,3784.1
6,Faridabad,306,8.1,2478.6
3,Mumbai,631,9.2,5805.2
5,Vadodara,414,7.8,3229.2
